No.;Time;Source;Destination;Protocol;Length;Info;;;;;;;;;Time 1
4948;165.429.676;104.199.240.237;192.168.100.17;SSL;65;Continuation Data;;;;;;;;;165429676
4949;165.482.582;192.168.100.17;104.199.240.237;TCP;54;63071  >  443 [ACK] Seq=12 Ack=34 Win=512 Len=0;;;;;;;;;165482582
4957;167.672.064;192.168.100.17;74.125.200.103;TCP;55;[TCP Keep-Alive] 63196  >  443 [ACK] Seq=1 Ack=1 Win=64952 Len=1;;;;;;;;;167672064
4958;167.698.694;74.125.200.103;192.168.100.17;TCP;54;443  >  63196 [RST] Seq=1 Win=0 Len=0;;;;;;;;;167698694
4963;169.019.437;192.168.100.17;119.110.115.146;TCP;54;[TCP Retransmission] 63209  >  443 [FIN, ACK] Seq=1244 Ack=12736 Win=64952 Len=0;;;;;;;;;169019437
4964;169.099.651;192.168.100.17;52.163.231.110;TLSv1.2;112;Application Data;;;;;;;;;169099651
4965;169.127.406;52.163.231.110;192.168.100.17;TLSv1.2;101;Application Data;;;;;;;;;169127406
4966;169.168.623;13.67.74.235;192.168.100.17;TLSv1.2;637;Application Data;;;;;;;;;169168623
4967;169.170.848;192.168.100.17;13.67.74.235;TLSv1.2;96;Application Data;;;;;;;;;169170848
4968;169.181.749;192.168.100.17;52.163.231.110;TCP;54;63081  >  443 [ACK] Seq=291 Ack=236 Win=255 Len=0;;;;;;;;;169181749
4969;169.203.046;192.168.100.17;13.67.74.235;TLSv1.2;219;Application Data;;;;;;;;;169203046
4970;169.229.953;13.67.74.235;192.168.100.17;TCP;54;443  >  63080 [ACK] Seq=1779 Ack=1036 Win=2046 Len=0;;;;;;;;;169229953
4973;174.800.703;192.168.100.17;185.184.8.65;TCP;55;[TCP Keep-Alive] 63120  >  443 [ACK] Seq=1 Ack=1 Win=63718 Len=1;;;;;;;;;174800703
4974;175.057.049;185.184.8.65;192.168.100.17;TCP;56;[TCP Keep-Alive ACK] 443  >  63120 [ACK] Seq=1 Ack=2 Win=63784 Len=0;;;;;;;;;175057049
4977;175.792.326;192.168.100.17;20.189.173.2;TCP;66;63217  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;175792326
4978;176.092.277;20.189.173.2;192.168.100.17;TCP;66;443  >  63217 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;;;;;;;176092277
4979;176.092.386;192.168.100.17;20.189.173.2;TCP;54;63217  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0;;;;;;;;;176092386
4980;176.092.868;192.168.100.17;20.189.173.2;TLSv1.2;281;Client Hello;;;;;;;;;176092868
4982;176.396.740;20.189.173.2;192.168.100.17;TCP;1466;443  >  63217 [ACK] Seq=1 Ack=228 Win=524800 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;176396740
4983;176.396.740;20.189.173.2;192.168.100.17;TCP;1466;443  >  63217 [ACK] Seq=1413 Ack=228 Win=524800 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;176396740
4984;176.396.892;192.168.100.17;20.189.173.2;TCP;54;63217  >  443 [ACK] Seq=228 Ack=2825 Win=262144 Len=0;;;;;;;;;176396892
4985;176.397.097;20.189.173.2;192.168.100.17;TCP;1466;443  >  63217 [ACK] Seq=2825 Ack=228 Win=524800 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;176397097
4986;176.397.097;20.189.173.2;192.168.100.17;TCP;1466;443  >  63217 [ACK] Seq=4237 Ack=228 Win=524800 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;176397097
4987;176.397.097;20.189.173.2;192.168.100.17;TLSv1.2;594;Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done;;;;;;;;;176397097
4988;176.397.168;192.168.100.17;20.189.173.2;TCP;54;63217  >  443 [ACK] Seq=228 Ack=6189 Win=262144 Len=0;;;;;;;;;176397168
4989;176.409.579;192.168.100.17;20.189.173.2;TLSv1.2;212;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;176409579
4990;176.696.122;20.189.173.2;192.168.100.17;TLSv1.2;105;Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;176696122
4991;176.696.227;192.168.100.17;20.189.173.2;TCP;54;63217  >  443 [ACK] Seq=386 Ack=6240 Win=261888 Len=0;;;;;;;;;176696227
4992;176.697.379;192.168.100.17;20.189.173.2;TLSv1.2;911;Application Data;;;;;;;;;176697379
4993;176.697.478;192.168.100.17;20.189.173.2;TCP;1466;63217  >  443 [ACK] Seq=1243 Ack=6240 Win=261888 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;176697478
4994;176.697.478;192.168.100.17;20.189.173.2;TLSv1.2;588;Application Data;;;;;;;;;176697478
4995;177.007.410;20.189.173.2;192.168.100.17;TCP;56;443  >  63217 [ACK] Seq=6240 Ack=3189 Win=525056 Len=0;;;;;;;;;177007410
4996;177.009.505;20.189.173.2;192.168.100.17;TLSv1.2;462;Application Data;;;;;;;;;177009505
4997;177.009.600;192.168.100.17;20.189.173.2;TCP;54;63217  >  443 [ACK] Seq=3189 Ack=6648 Win=261632 Len=0;;;;;;;;;177009600
5000;177.367.912;192.168.100.17;52.113.194.132;TCP;66;63218  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;177367912
5001;177.396.494;52.113.194.132;192.168.100.17;TCP;66;443  >  63218 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;;;;;;;177396494
5002;177.396.601;192.168.100.17;52.113.194.132;TCP;54;63218  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0;;;;;;;;;177396601
5003;177.396.964;192.168.100.17;52.113.194.132;TLSv1.2;571;Client Hello;;;;;;;;;177396964
5004;177.424.918;52.113.194.132;192.168.100.17;TCP;54;443  >  63218 [ACK] Seq=1 Ack=518 Win=524544 Len=0;;;;;;;;;177424918
5005;177.429.094;52.113.194.132;192.168.100.17;TCP;1466;443  >  63218 [ACK] Seq=1 Ack=518 Win=524544 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;177429094
5006;177.432.895;52.113.194.132;192.168.100.17;TCP;1466;443  >  63218 [ACK] Seq=1413 Ack=518 Win=524544 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;177432895
5007;177.432.895;52.113.194.132;192.168.100.17;TCP;347;[TCP Previous segment not captured] 443  >  63218 [PSH, ACK] Seq=5649 Ack=518 Win=524544 Len=293 [TCP segment of a reassembled PDU];;;;;;;;;177432895
5008;177.432.895;52.113.194.132;192.168.100.17;TCP;1466;[TCP Out-Of-Order] 443  >  63218 [ACK] Seq=2825 Ack=518 Win=524544 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;177432895
5009;177.432.994;192.168.100.17;52.113.194.132;TCP;66;63218  >  443 [ACK] Seq=518 Ack=2825 Win=131072 Len=0 SLE=5649 SRE=5942;;;;;;;;;177432994
5010;177.433.067;192.168.100.17;52.113.194.132;TCP;66;63218  >  443 [ACK] Seq=518 Ack=4237 Win=131072 Len=0 SLE=5649 SRE=5942;;;;;;;;;177433067
5011;177.436.138;52.113.194.132;192.168.100.17;TCP;1466;[TCP Out-Of-Order] 443  >  63218 [ACK] Seq=4237 Ack=518 Win=524544 Len=1412;;;;;;;;;177436138
5012;177.436.167;192.168.100.17;52.113.194.132;TCP;54;63218  >  443 [ACK] Seq=518 Ack=5942 Win=131072 Len=0;;;;;;;;;177436167
5013;177.445.912;192.168.100.17;52.113.194.132;TLSv1.2;212;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;177445912
5014;177.446.066;192.168.100.17;52.113.194.132;TLSv1.2;153;Application Data;;;;;;;;;177446066
5015;177.446.213;192.168.100.17;52.113.194.132;TLSv1.2;670;Application Data;;;;;;;;;177446213
5016;177.446.631;192.168.100.17;52.113.194.132;TLSv1.2;420;Application Data;;;;;;;;;177446631
5017;177.473.934;52.113.194.132;192.168.100.17;TCP;56;443  >  63218 [ACK] Seq=5942 Ack=676 Win=524544 Len=0;;;;;;;;;177473934
5018;177.477.759;52.113.194.132;192.168.100.17;TCP;56;443  >  63218 [ACK] Seq=5942 Ack=775 Win=524288 Len=0;;;;;;;;;177477759
5019;177.477.759;52.113.194.132;192.168.100.17;TCP;56;443  >  63218 [ACK] Seq=5942 Ack=1391 Win=523776 Len=0;;;;;;;;;177477759
5020;177.478.828;52.113.194.132;192.168.100.17;TLSv1.2;380;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;177478828
5021;177.478.828;52.113.194.132;192.168.100.17;TLSv1.2;123;Application Data;;;;;;;;;177478828
5022;177.478.828;52.113.194.132;192.168.100.17;TLSv1.2;92;Application Data;;;;;;;;;177478828
5023;177.478.915;192.168.100.17;52.113.194.132;TCP;54;63218  >  443 [ACK] Seq=1757 Ack=6375 Win=130816 Len=0;;;;;;;;;177478915
5024;177.479.259;192.168.100.17;52.113.194.132;TLSv1.2;92;Application Data;;;;;;;;;177479259
5025;177.506.354;52.113.194.132;192.168.100.17;TCP;56;443  >  63218 [ACK] Seq=6375 Ack=1795 Win=525056 Len=0;;;;;;;;;177506354
5026;177.663.646;192.168.100.17;162.159.133.234;TLSv1.2;105;Application Data;;;;;;;;;177663646
5027;177.671.077;52.113.194.132;192.168.100.17;TLSv1.2;429;Application Data;;;;;;;;;177671077
5028;177.680.119;192.168.100.17;52.113.194.132;TLSv1.2;385;Application Data;;;;;;;;;177680119
5029;177.680.175;162.159.133.234;192.168.100.17;TCP;56;443  >  63063 [ACK] Seq=129 Ack=256 Win=76 Len=0;;;;;;;;;177680175
5030;177.701.796;52.113.194.132;192.168.100.17;TLSv1.2;304;Application Data;;;;;;;;;177701796
5031;177.707.862;52.113.194.132;192.168.100.17;TCP;56;443  >  63218 [ACK] Seq=7000 Ack=2126 Win=524800 Len=0;;;;;;;;;177707862
5033;177.746.341;192.168.100.17;52.113.194.132;TCP;54;63218  >  443 [ACK] Seq=2126 Ack=7000 Win=130048 Len=0;;;;;;;;;177746341
5034;177.786.531;192.168.100.17;157.240.208.60;TLSv1.2;85;Application Data;;;;;;;;;177786531
5035;177.800.357;157.240.208.60;192.168.100.17;TCP;56;443  >  63179 [ACK] Seq=3831 Ack=369 Win=65535 Len=0;;;;;;;;;177800357
5038;178.028.954;162.159.133.234;192.168.100.17;TLSv1.2;86;Application Data;;;;;;;;;178028954
5039;178.028.954;52.113.194.132;192.168.100.17;TLSv1.2;246;Application Data;;;;;;;;;178028954
5040;178.030.451;157.240.208.60;192.168.100.17;TLSv1.2;92;Application Data;;;;;;;;;178030451
5041;178.072.254;192.168.100.17;162.159.133.234;TCP;54;63063  >  443 [ACK] Seq=256 Ack=161 Win=510 Len=0;;;;;;;;;178072254
5042;178.072.371;192.168.100.17;52.113.194.132;TCP;54;63218  >  443 [ACK] Seq=2126 Ack=7192 Win=130048 Len=0;;;;;;;;;178072371
5043;178.072.405;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=369 Ack=3869 Win=64707 Len=0;;;;;;;;;178072405
5044;178.371.221;192.168.100.17;74.125.24.188;TCP;55;[TCP Keep-Alive] 55327  >  5228 [ACK] Seq=1 Ack=1 Win=64278 Len=1;;;;;;;;;178371221
5045;178.405.305;74.125.24.188;192.168.100.17;TCP;54;[TCP Keep-Alive ACK] 5228  >  55327 [ACK] Seq=1 Ack=2 Win=65535 Len=0;;;;;;;;;178405305
5046;178.623.052;192.168.100.17;119.110.115.146;TCP;54;63209  >  443 [RST, ACK] Seq=1245 Ack=12736 Win=0 Len=0;;;;;;;;;178623052
5049;180.108.618;192.168.100.17;35.186.224.47;TLSv1.2;97;Application Data;;;;;;;;;180108618
5050;180.124.474;35.186.224.47;192.168.100.17;TCP;54;443  >  65379 [ACK] Seq=241 Ack=302 Win=272 Len=0;;;;;;;;;180124474
5051;180.188.532;35.186.224.47;192.168.100.17;TLSv1.2;94;Application Data;;;;;;;;;180188532
5052;180.241.707;192.168.100.17;35.186.224.47;TCP;54;65379  >  443 [ACK] Seq=302 Ack=281 Win=254 Len=0;;;;;;;;;180241707
5053;181.748.746;192.168.100.17;35.186.224.25;TCP;55;[TCP Keep-Alive] 55359  >  443 [ACK] Seq=687 Ack=126 Win=512 Len=1;;;;;;;;;181748746
5054;181.781.694;35.186.224.25;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  55359 [ACK] Seq=126 Ack=688 Win=1048 Len=0 SLE=687 SRE=688;;;;;;;;;181781694
5055;182.517.192;192.168.100.17;20.197.71.89;TLSv1.2;97;Application Data;;;;;;;;;182517192
5056;182.548.494;20.197.71.89;192.168.100.17;TLSv1.2;228;Application Data;;;;;;;;;182548494
5057;182.592.122;192.168.100.17;20.197.71.89;TCP;54;63072  >  443 [ACK] Seq=216 Ack=871 Win=255 Len=0;;;;;;;;;182592122
5058;183.919.607;192.168.100.17;35.186.224.39;TLSv1.2;97;Application Data;;;;;;;;;183919607
5059;183.945.573;35.186.224.39;192.168.100.17;TCP;56;443  >  65458 [ACK] Seq=983 Ack=259 Win=272 Len=0;;;;;;;;;183945573
5060;184.010.088;35.186.224.39;192.168.100.17;TLSv1.2;94;Application Data;;;;;;;;;184010088
5061;184.062.868;192.168.100.17;35.186.224.39;TCP;54;65458  >  443 [ACK] Seq=259 Ack=1023 Win=512 Len=0;;;;;;;;;184062868
5062;188.529.987;192.168.100.17;35.186.224.47;TLSv1.2;89;Application Data;;;;;;;;;188529987
5063;188.549.098;35.186.224.47;192.168.100.17;TCP;56;443  >  65461 [ACK] Seq=187 Ack=246 Win=266 Len=0;;;;;;;;;188549098
5064;188.606.334;35.186.224.47;192.168.100.17;TLSv1.2;85;Application Data;;;;;;;;;188606334
5065;188.662.485;192.168.100.17;35.186.224.47;TCP;54;65461  >  443 [ACK] Seq=246 Ack=218 Win=509 Len=0;;;;;;;;;188662485
5066;191.921.346;192.168.100.17;157.240.208.60;TLSv1.2;85;Application Data;;;;;;;;;191921346
5067;191.937.939;157.240.208.60;192.168.100.17;TCP;56;443  >  63179 [ACK] Seq=3869 Ack=400 Win=65535 Len=0;;;;;;;;;191937939
5069;192.128.027;157.240.208.60;192.168.100.17;TLSv1.2;92;Application Data;;;;;;;;;192128027
5075;192.170.015;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=400 Ack=3907 Win=64669 Len=0;;;;;;;;;192170015
5110;196.285.499;192.168.100.17;13.107.213.59;TCP;54;63215  >  443 [FIN, ACK] Seq=1288 Ack=1827 Win=262144 Len=0;;;;;;;;;196285499
5111;196.323.211;13.107.213.59;192.168.100.17;TCP;56;443  >  63215 [ACK] Seq=1827 Ack=1289 Win=523776 Len=0;;;;;;;;;196323211
5112;196.323.211;13.107.213.59;192.168.100.17;TCP;56;443  >  63215 [FIN, ACK] Seq=1827 Ack=1289 Win=523776 Len=0;;;;;;;;;196323211
5113;196.323.327;192.168.100.17;13.107.213.59;TCP;54;63215  >  443 [ACK] Seq=1289 Ack=1828 Win=262144 Len=0;;;;;;;;;196323327
5114;201.019.880;192.168.100.17;35.186.224.25;TCP;55;[TCP Keep-Alive] 55370  >  443 [ACK] Seq=349 Ack=1635 Win=509 Len=1;;;;;;;;;201019880
5115;201.054.808;35.186.224.25;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  55370 [ACK] Seq=1635 Ack=350 Win=597 Len=0 SLE=349 SRE=350;;;;;;;;;201054808
5116;201.399.212;192.168.100.17;35.186.224.13;TCP;55;[TCP Keep-Alive] 65460  >  443 [ACK] Seq=6049 Ack=3556 Win=512 Len=1;;;;;;;;;201399212
5117;201.429.184;35.186.224.13;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  65460 [ACK] Seq=3556 Ack=6050 Win=835 Len=0 SLE=6049 SRE=6050;;;;;;;;;201429184
5120;201.475.801;192.168.100.17;52.109.56.20;TCP;66;63219  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;201475801
5121;201.551.200;52.109.56.20;192.168.100.17;TCP;66;443  >  63219 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;;;;;;;201551200
5122;201.551.294;192.168.100.17;52.109.56.20;TCP;54;63219  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0;;;;;;;;;201551294
5123;201.552.420;192.168.100.17;52.109.56.20;TLSv1.2;246;Client Hello;;;;;;;;;201552420
5124;201.627.082;52.109.56.20;192.168.100.17;TCP;1466;443  >  63219 [ACK] Seq=1 Ack=193 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;201627082
5125;201.627.542;52.109.56.20;192.168.100.17;TCP;1466;443  >  63219 [ACK] Seq=1413 Ack=193 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;201627542
5126;201.627.570;192.168.100.17;52.109.56.20;TCP;54;63219  >  443 [ACK] Seq=193 Ack=2825 Win=131072 Len=0;;;;;;;;;201627570
5127;201.630.551;52.109.56.20;192.168.100.17;TCP;1466;443  >  63219 [ACK] Seq=2825 Ack=193 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;201630551
5128;201.631.342;52.109.56.20;192.168.100.17;TCP;1466;443  >  63219 [ACK] Seq=4237 Ack=193 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;201631342
5129;201.631.342;52.109.56.20;192.168.100.17;TLSv1.2;339;Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done;;;;;;;;;201631342
5130;201.631.377;192.168.100.17;52.109.56.20;TCP;54;63219  >  443 [ACK] Seq=193 Ack=5934 Win=131072 Len=0;;;;;;;;;201631377
5131;201.640.015;192.168.100.17;52.109.56.20;TLSv1.2;212;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;201640015
5132;201.715.256;52.109.56.20;192.168.100.17;TLSv1.2;105;Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;201715256
5133;201.716.312;192.168.100.17;52.109.56.20;TLSv1.2;394;Application Data;;;;;;;;;201716312
5134;201.716.429;192.168.100.17;52.109.56.20;TCP;1466;63219  >  443 [ACK] Seq=691 Ack=5985 Win=131072 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;201716429
5135;201.716.429;192.168.100.17;52.109.56.20;TLSv1.2;1140;Application Data;;;;;;;;;201716429
5136;201.790.355;52.109.56.20;192.168.100.17;TCP;56;443  >  63219 [ACK] Seq=5985 Ack=3189 Win=525056 Len=0;;;;;;;;;201790355
5137;202.196.290;52.109.56.20;192.168.100.17;TLSv1.2;1013;Application Data;;;;;;;;;202196290
5138;202.241.608;192.168.100.17;52.109.56.20;TCP;54;63219  >  443 [ACK] Seq=3189 Ack=6944 Win=130304 Len=0;;;;;;;;;202241608
5139;202.333.447;192.168.100.17;52.109.56.20;TLSv1.2;393;Application Data;;;;;;;;;202333447
5140;202.333.649;192.168.100.17;52.109.56.20;TCP;1466;63219  >  443 [ACK] Seq=3528 Ack=6944 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;202333649
5141;202.333.649;192.168.100.17;52.109.56.20;TCP;1466;63219  >  443 [ACK] Seq=4940 Ack=6944 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;202333649
5142;202.333.649;192.168.100.17;52.109.56.20;TCP;1466;63219  >  443 [ACK] Seq=6352 Ack=6944 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;202333649
5143;202.333.649;192.168.100.17;52.109.56.20;TCP;1466;63219  >  443 [ACK] Seq=7764 Ack=6944 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;202333649
5144;202.333.649;192.168.100.17;52.109.56.20;TCP;1466;63219  >  443 [ACK] Seq=9176 Ack=6944 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;202333649
5145;202.333.649;192.168.100.17;52.109.56.20;TLSv1.2;903;Application Data;;;;;;;;;202333649
5146;202.407.722;52.109.56.20;192.168.100.17;TCP;56;443  >  63219 [ACK] Seq=6944 Ack=6352 Win=525056 Len=0;;;;;;;;;202407722
5147;202.410.016;52.109.56.20;192.168.100.17;TCP;56;443  >  63219 [ACK] Seq=6944 Ack=7764 Win=525056 Len=0;;;;;;;;;202410016
5148;202.410.238;52.109.56.20;192.168.100.17;TCP;56;443  >  63219 [ACK] Seq=6944 Ack=10588 Win=525056 Len=0;;;;;;;;;202410238
5149;202.458.498;52.109.56.20;192.168.100.17;TCP;56;443  >  63219 [ACK] Seq=6944 Ack=11437 Win=524288 Len=0;;;;;;;;;202458498
5150;202.513.202;52.109.56.20;192.168.100.17;TLSv1.2;1337;Application Data;;;;;;;;;202513202
5151;202.520.403;192.168.100.17;52.109.56.20;TCP;54;63219  >  443 [FIN, ACK] Seq=11437 Ack=8227 Win=131072 Len=0;;;;;;;;;202520403
5152;202.595.330;52.109.56.20;192.168.100.17;TCP;54;443  >  63219 [FIN, ACK] Seq=8227 Ack=11438 Win=524288 Len=0;;;;;;;;;202595330
5153;202.595.440;192.168.100.17;52.109.56.20;TCP;54;63219  >  443 [ACK] Seq=11438 Ack=8228 Win=131072 Len=0;;;;;;;;;202595440
5158;206.116.300;192.168.100.17;13.69.116.104;TCP;66;63220  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;206116300
5160;206.161.784;192.168.100.17;74.125.200.103;TCP;55;[TCP Keep-Alive] 63199  >  443 [ACK] Seq=1 Ack=1 Win=64952 Len=1;;;;;;;;;206161784
5161;206.188.139;74.125.200.103;192.168.100.17;TCP;54;[TCP Keep-Alive ACK] 443  >  63199 [ACK] Seq=1 Ack=2 Win=65535 Len=0;;;;;;;;;206188139
5162;206.350.126;192.168.100.17;13.69.116.104;TCP;66;63221  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;206350126
5163;206.352.344;13.69.116.104;192.168.100.17;TCP;66;443  >  63220 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;;;;;;;206352344
5164;206.352.559;192.168.100.17;13.69.116.104;TCP;54;63220  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0;;;;;;;;;206352559
5165;206.353.067;192.168.100.17;13.69.116.104;TLSv1.2;571;Client Hello;;;;;;;;;206353067
5168;206.532.800;13.69.116.104;192.168.100.17;TCP;66;443  >  63221 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;;;;;;;206532800
5169;206.532.980;192.168.100.17;13.69.116.104;TCP;54;63221  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0;;;;;;;;;206532980
5170;206.533.563;192.168.100.17;13.69.116.104;TLSv1.2;571;Client Hello;;;;;;;;;206533563
5171;206.538.094;13.69.116.104;192.168.100.17;TCP;1466;443  >  63220 [ACK] Seq=1 Ack=518 Win=524544 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;206538094
5172;206.538.094;13.69.116.104;192.168.100.17;TCP;1466;443  >  63220 [ACK] Seq=1413 Ack=518 Win=524544 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;206538094
5173;206.538.094;13.69.116.104;192.168.100.17;TCP;1466;443  >  63220 [ACK] Seq=2825 Ack=518 Win=524544 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;206538094
5174;206.538.094;13.69.116.104;192.168.100.17;TCP;1466;443  >  63220 [ACK] Seq=4237 Ack=518 Win=524544 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;206538094
5175;206.538.094;13.69.116.104;192.168.100.17;TLSv1.2;630;Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done;;;;;;;;;206538094
5176;206.538.252;192.168.100.17;13.69.116.104;TCP;54;63220  >  443 [ACK] Seq=518 Ack=6225 Win=131072 Len=0;;;;;;;;;206538252
5177;206.549.834;192.168.100.17;13.69.116.104;TLSv1.2;212;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;206549834
5178;206.803.545;13.69.116.104;192.168.100.17;TCP;1466;443  >  63221 [ACK] Seq=1 Ack=518 Win=524544 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;206803545
5179;206.803.545;13.69.116.104;192.168.100.17;TCP;1466;443  >  63221 [ACK] Seq=1413 Ack=518 Win=524544 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;206803545
5180;206.803.545;13.69.116.104;192.168.100.17;TCP;1466;443  >  63221 [ACK] Seq=2825 Ack=518 Win=524544 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;206803545
5181;206.803.545;13.69.116.104;192.168.100.17;TCP;1466;443  >  63221 [ACK] Seq=4237 Ack=518 Win=524544 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;206803545
5182;206.803.545;13.69.116.104;192.168.100.17;TLSv1.2;630;Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done;;;;;;;;;206803545
5183;206.803.545;13.69.116.104;192.168.100.17;TLSv1.2;105;Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;206803545
5184;206.803.759;192.168.100.17;13.69.116.104;TCP;54;63221  >  443 [ACK] Seq=518 Ack=6225 Win=131072 Len=0;;;;;;;;;206803759
5185;206.808.562;192.168.100.17;13.69.116.104;TLSv1.2;212;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;206808562
5186;206.808.965;192.168.100.17;13.69.116.104;TLSv1.2;911;Application Data;;;;;;;;;206808965
5187;207.005.581;13.69.116.104;192.168.100.17;TLSv1.2;105;Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;207005581
5188;207.005.581;13.69.116.104;192.168.100.17;TLSv1.2;607;Application Data;;;;;;;;;207005581
5189;207.008.093;192.168.100.17;13.69.116.104;TCP;66;63222  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;207008093
5190;207.054.631;192.168.100.17;13.69.116.104;TCP;54;63221  >  443 [ACK] Seq=676 Ack=6276 Win=131072 Len=0;;;;;;;;;207054631
5191;207.054.785;192.168.100.17;13.69.116.104;TCP;54;63220  >  443 [ACK] Seq=1533 Ack=6829 Win=130560 Len=0;;;;;;;;;207054785
5192;207.209.287;13.69.116.104;192.168.100.17;TCP;66;443  >  63222 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;;;;;;;207209287
5193;207.209.426;192.168.100.17;13.69.116.104;TCP;54;63222  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0;;;;;;;;;207209426
5194;207.209.936;192.168.100.17;13.69.116.104;TLSv1.2;571;Client Hello;;;;;;;;;207209936
5195;207.420.552;13.69.116.104;192.168.100.17;TCP;1466;443  >  63222 [ACK] Seq=1 Ack=518 Win=524544 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;207420552
5196;207.424.038;13.69.116.104;192.168.100.17;TCP;1466;443  >  63222 [ACK] Seq=1413 Ack=518 Win=524544 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;207424038
5197;207.424.038;13.69.116.104;192.168.100.17;TCP;1466;443  >  63222 [ACK] Seq=2825 Ack=518 Win=524544 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;207424038
5198;207.424.038;13.69.116.104;192.168.100.17;TCP;1466;443  >  63222 [ACK] Seq=4237 Ack=518 Win=524544 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;207424038
